Rank,Channel Info,Influence Score,Followers,Avg. Likes,Posts,60-Day Eng Rate,New Post Avg. Likes,Total Likes,Country Or Region,Influencer Name,Username,Category,Avg Likes,Avg Comments,Engagement Rate (%),Country
499.0,vibes1993_studio,100.0,2.1m,107.7k,202,0.0514,77k,22.8m,Argentina,,,,,,,
500.0,beauty9629_daily,100.0,1.3m,68.1k,917,0.0514,69.8k,67.5m,United States,,,,,,,
501.0,moda1501_world,100.0,18.3m,221.4k,2.1k,0.0121,170.5k,493.3m,Sweden,,,,,,,
502.0,music87824_studio,100.0,129.8k,7.5k,2.3k,0.0579,7.8k,14.9m,United Kingdom,,,,,,,
503.0,shop25621_daily,100.0,4.7m,181.9k,997,0.0386,214.6k,187.0m,Spain,,,,,,,
504.0,home61313_tv,100.0,135k,5.4k,775,0.0402,5.8k,3.4m,Tunisia,,,,,,,
505.0,shop7110_lab,100.0,47.0m,1.3m,4k,0.0267,1.4m,4.9b,Egypt,,,,,,,
506.0,glam26824_lab,100.0,998.4k,81.2k,3.4k,0.0814,95.8k,328.4m,Japan,,,,,,,
507.0,home76632_daily,100.0,1.5m,87k,3.8k,0.059,90.1k,305.6m,United Kingdom,,,,,,,
508.0,food63151_zone,100.0,275.8k,10k,2.1k,0.0364,6.2k,20.4m,Turkey,,,,,,,
509.0,food95857_style,100.0,74.6m,1.1m,2.6k,0.0154,1.1m,2.8b,Mexico,,,,,,,
510.0,food80235_world,100.0,1.2m,62.8k,1.9k,0.0523,72.5k,125.2m,Australia,,,,,,,
511.0,music47332_world,100.0,990.7k,114.2k,667,0.1153,121.4k,79.8m,Egypt,,,,,,,
512.0,city61582_daily,100.0,446.8k,50.3k,3.6k,0.1125,42.9k,216.7m,Italy,,,,,,,
513.0,life37217_studio,100.0,329.9k,26k,2k,0.0788,20.8k,60.5m,Brazil,,,,,,,
514.0,travel52437_official,100.0,665.8k,50.7k,2.2k,0.0761,40.6k,119.6m,United Kingdom,,,,,,,
515.0,urban19745_zone,100.0,15.4m,252.1k,3.7k,0.0164,223k,768.3m,Germany,,,,,,,
516.0,vibes67390_life,100.0,1.3m,59.1k,1.7k,0.0441,50k,106.9m,Argentina,,,,,,,
517.0,music85136_tv,100.0,8.8m,300.1k,2.9k,0.0343,206.5k,924.8m,India,,,,,,,
518.0,khaby.lame,100.0,150.0m,1.6m,1.3k,0.0107,1.7m,1.7b,Netherlands,,,,,,,
519.0,badbunny,100.0,170.0m,2.5m,1.3k,0.0149,1.7m,3.7b,Brazil,,,,,,,
520.0,rihanna,100.0,200.0m,1.4m,3k,0.007,1.6m,4.1b,Egypt,,,,,,,
521.0,style87583_official,100.0,1.4m,81.4k,3.9k,0.0582,84.4k,367.4m,Argentina,,,,,,,
522.0,beauty28280_tv,100.0,979.2k,112.4k,2.7k,0.1148,101k,322.0m,Tunisia,,,,,,,
523.0,mind18234_daily,100.0,1.8m,64.6k,3.8k,0.0366,65k,230.0m,Norway,,,,,,,
524.0,daily53713_studio,100.0,3.3m,184.1k,469,0.0552,213.1k,85.5m,Norway,,,,,,,
525.0,music86055_zone,100.0,404.5k,12.3k,189,0.0305,9.4k,2.3m,India,,,,,,,
526.0,fit95768_style,100.0,5.8m,207.9k,2.7k,0.0358,175.9k,598.0m,Egypt,,,,,,,
527.0,mind80608_daily,100.0,58.6m,595k,1.9k,0.0102,487.2k,1.1b,Italy,,,,,,,
528.0,eco3221_hub,100.0,65.8m,682k,2.5k,0.0104,802.1k,1.9b,Sweden,,,,,,,
529.0,beauty20075_mag,100.0,1.4m,69.3k,1.1k,0.0485,48.9k,92.1m,Germany,,,,,,,
530.0,tech3674_vlog,100.0,9.0m,361.1k,1.7k,0.0401,367.5k,589.3m,Netherlands,,,,,,,
531.0,moda70128_zone,100.0,196.9k,12.5k,2.3k,0.0632,14.3k,30.9m,France,,,,,,,
532.0,beauty83860_mag,100.0,287.2k,12.4k,1.2k,0.0432,8.8k,11.6m,United Kingdom,,,,,,,
533.0,beauty95699_vlog,100.0,458.5k,28.8k,3.8k,0.0629,21.1k,91.9m,Turkey,,,,,,,
534.0,beauty92187_zone,99.0,1.9m,53.4k,4k,0.0284,32.7k,234.4m,United Kingdom,,,,,,,
535.0,city11325_vlog,99.0,283.5k,32.9k,1.2k,0.1161,26.6k,38.3m,Japan,,,,,,,
536.0,mind85441_zone,99.0,185.3k,7k,189,0.0377,5.1k,1.4m,Norway,,,,,,,
537.0,food72223_hub,99.0,388.5k,12.2k,3.9k,0.0314,10.3k,52.6m,Tunisia,,,,,,,
538.0,tech78279_world,99.0,3.0m,73.4k,3.6k,0.0246,82.6k,257.9m,Australia,,,,,,,
539.0,music21102_tv,99.0,464.7k,16.4k,3.3k,0.0352,12.1k,61.8m,Turkey,,,,,,,
540.0,glam29489_world,99.0,1.6m,88.3k,3.8k,0.0561,96.5k,404.0m,Germany,,,,,,,
541.0,glam63740_mag,99.0,433.4k,46.7k,3.7k,0.1078,49.6k,170.2m,Tunisia,,,,,,,
542.0,beauty35093_tv,99.0,569.6k,21.2k,1.4k,0.0371,20.5k,25.3m,United States,,,,,,,
543.0,shop36633_tv,99.0,977.4k,61k,3.1k,0.0624,60.2k,161.5m,Mexico,,,,,,,
544.0,official76419_tv,99.0,537.6k,30.5k,3.6k,0.0567,31.1k,108.3m,Brazil,,,,,,,
545.0,music50299_world,99.0,638.4k,70.8k,1.2k,0.1109,72.7k,78.2m,South Korea,,,,,,,
546.0,moda79504_zone,99.0,311k,17.2k,1.6k,0.0554,16.1k,26.1m,Turkey,,,,,,,
547.0,fit55057_lab,99.0,1.3m,66.7k,2k,0.052,69.5k,151.4m,Australia,,,,,,,
548.0,moda32826_style,99.0,32.4m,455.9k,1.7k,0.0141,285.7k,778.2m,Netherlands,,,,,,,
549.0,fit36032_hub,99.0,270.5k,21.9k,3.1k,0.081,15.7k,73.1m,Japan,,,,,,,
550.0,style97133_lab,99.0,265k,23.2k,809,0.0874,18.5k,17.7m,Sweden,,,,,,,
551.0,daily81303_style,99.0,471.8k,50k,2.6k,0.106,42.8k,141.9m,France,,,,,,,
552.0,music74593_hub,99.0,699.4k,37.1k,1.5k,0.053,26.5k,56.0m,Italy,,,,,,,
553.0,music92359_studio,99.0,315.2k,14.1k,2.3k,0.0448,15.7k,37.1m,Sweden,,,,,,,
554.0,trend81821_style,99.0,8.5m,406.2k,1.2k,0.0476,314.2k,502.7m,France,,,,,,,
555.0,vibes98607_studio,99.0,404.5k,46.5k,1.5k,0.1151,55.6k,79.4m,Germany,,,,,,,
556.0,travel48923_mag,98.0,201.6k,17.9k,3.6k,0.0889,17.3k,64.1m,Netherlands,,,,,,,
557.0,beauty33749_world,98.0,398.4k,42.8k,1.6k,0.1074,34.6k,70.0m,Turkey,,,,,,,
558.0,food28328_style,98.0,371.7k,37.1k,3.1k,0.0998,24.5k,107.5m,Italy,,,,,,,
559.0,mind85639_world,98.0,203.9k,22.6k,2.9k,0.1109,21k,53.6m,Mexico,,,,,,,
560.0,city50228_daily,98.0,224.4k,22.1k,980,0.0986,20.7k,25.1m,France,,,,,,,
561.0,beauty88207_world,98.0,375.3k,27k,1.5k,0.0718,28.7k,43.1m,Brazil,,,,,,,
562.0,fit51798_studio,98.0,138.3k,10.2k,3.9k,0.0738,11.2k,36.9m,Spain,,,,,,,
563.0,beauty49906_studio,98.0,841.8k,68.5k,1.3k,0.0814,41.4k,88.5m,Canada,,,,,,,
564.0,eco60538_official,98.0,686.2k,64k,3.3k,0.0933,76.5k,204.7m,Germany,,,,,,,
565.0,music36085_world,98.0,484.3k,16.5k,3.1k,0.034,10.7k,50.7m,Turkey,,,,,,,
566.0,tech77860_vlog,98.0,245.6k,10.2k,3.6k,0.0416,7.8k,43.7m,Italy,,,,,,,
567.0,home8337_daily,98.0,249.8k,9.5k,3.9k,0.0381,6.9k,37.1m,United Kingdom,,,,,,,
568.0,urban6454_hub,98.0,129.4k,8k,669,0.0617,8k,6.0m,United Kingdom,,,,,,,
569.0,vibes65933_vlog,98.0,459.5k,33.2k,1.5k,0.0722,34.4k,50.3m,Spain,,,,,,,
570.0,mind40967_world,98.0,180.8k,7.5k,3.3k,0.0414,4.5k,26.0m,France,,,,,,,
571.0,official48335_hub,98.0,1.6m,86.8k,303,0.0543,78.3k,24.1m,Spain,,,,,,,
572.0,trend40288_world,97.0,101.5k,6.2k,4k,0.0606,5.4k,20.3m,Japan,,,,,,,
573.0,eco16315_lab,97.0,287.7k,18.2k,2.6k,0.0634,16.8k,45.8m,Tunisia,,,,,,,
574.0,travel41749_daily,97.0,985.4k,57.5k,1.8k,0.0584,65.1k,104.0m,Tunisia,,,,,,,
575.0,style6175_lab,97.0,1.9m,79.6k,1.7k,0.0409,47.9k,125.6m,Egypt,,,,,,,
576.0,trend73867_world,97.0,543.1k,24.1k,1.3k,0.0443,17.3k,30.6m,United Kingdom,,,,,,,
577.0,fit42541_hub,97.0,2.0m,90.5k,131,0.0453,87.6k,9.7m,India,,,,,,,
578.0,travel17285_lab,97.0,220.5k,17k,1.7k,0.077,11.3k,28.4m,Japan,,,,,,,
579.0,city81155_vlog,97.0,798.8k,63.6k,3.1k,0.0796,75.1k,231.7m,United Kingdom,,,,,,,
580.0,vibes93756_hub,97.0,614k,61.1k,1.1k,0.0995,56k,70.7m,Brazil,,,,,,,
581.0,style64385_official,97.0,306.7k,30k,2.9k,0.0979,22.5k,84.2m,France,,,,,,,
582.0,beauty69448_life,97.0,162.7k,6.7k,3.7k,0.0414,6.2k,25.1m,Australia,,,,,,,
583.0,official29740_daily,97.0,430k,50.9k,3.2k,0.1183,30.6k,128.6m,Sweden,,,,,,,
584.0,urban33158_daily,97.0,325.4k,20.1k,968,0.0618,21.1k,15.8m,Sweden,,,,,,,
585.0,fit18926_life,97.0,5.9m,314.3k,2.5k,0.0531,317.6k,925.4m,Italy,,,,,,,
586.0,official52530_vlog,97.0,1.8m,40.2k,2.1k,0.0219,33.2k,85.1m,South Korea,,,,,,,
587.0,travel7128_studio,97.0,1.9m,99.1k,1.5k,0.0522,92.4k,137.8m,Argentina,,,,,,,
588.0,shop34710_mag,97.0,6.6m,153.7k,1k,0.0232,115.6k,176.8m,Tunisia,,,,,,,
589.0,mind19554_studio,97.0,1.6m,51.6k,189,0.0328,54.4k,10.3m,Germany,,,,,,,
590.0,mind39534_daily,97.0,7.7m,181k,660,0.0234,177.3k,141.8m,Sweden,,,,,,,
591.0,urban70532_life,96.0,886.7k,45.6k,989,0.0514,40.7k,38.7m,Argentina,,,,,,,
592.0,eco39338_daily,96.0,1.4m,72.8k,1.2k,0.0516,69.6k,70.2m,Australia,,,,,,,
593.0,trend27936_hub,96.0,391.3k,37.3k,2.7k,0.0953,34.5k,117.2m,India,,,,,,,
594.0,music25770_official,96.0,217k,10k,3.3k,0.0461,6.8k,26.7m,India,,,,,,,
595.0,urban30576_lab,96.0,210.1k,19k,762,0.0906,16.5k,12.5m,Tunisia,,,,,,,
596.0,style67980_zone,96.0,467.8k,54.4k,2k,0.1164,34k,101.4m,United Kingdom,,,,,,,
597.0,travel2916_tv,96.0,301.5k,20.8k,2.8k,0.0691,14.4k,58.9m,Canada,,,,,,,
598.0,bbc,96.0,20.0m,504.7k,2.4k,0.0252,453.8k,1.3b,South Korea,,,,,,,
599.0,food8632_zone,96.0,182.7k,5.9k,3.1k,0.0322,5.4k,19.6m,South Korea,,,,,,,
600.0,beauty78033_zone,96.0,1.7m,102.1k,1k,0.0586,102k,108.8m,Mexico,,,,,,,
601.0,fit36809_official,96.0,191.1k,10.4k,1.5k,0.0546,6.7k,13.3m,Mexico,,,,,,,
602.0,city48477_vlog,96.0,1.4m,75k,3.2k,0.0524,58.2k,276.8m,Turkey,,,,,,,
603.0,home56214_life,96.0,590.7k,26.5k,1.3k,0.0448,20.5k,37.0m,South Korea,,,,,,,
604.0,mind10332_lab,96.0,442.2k,33.2k,3k,0.0751,20.9k,112.5m,Japan,,,,,,,
605.0,life49959_mag,96.0,118.5k,6.3k,720,0.0534,4k,5.4m,Spain,,,,,,,
606.0,style94369_mag,96.0,8.6m,321.9k,3.1k,0.0373,273.2k,841.0m,Turkey,,,,,,,
607.0,moda42896_official,96.0,1.1m,27.5k,1k,0.0249,21.2k,29.6m,South Korea,,,,,,,
608.0,style8106_world,96.0,399.2k,18.7k,2.8k,0.0468,17.1k,43.0m,United Kingdom,,,,,,,
609.0,travel42693_hub,96.0,7.9m,305.1k,3.3k,0.0387,293.8k,822.4m,Mexico,,,,,,,
610.0,trend78520_style,96.0,329.9k,35.9k,2k,0.1088,29.5k,60.8m,Argentina,,,,,,,
611.0,daily50586_studio,96.0,103.8k,8.1k,281,0.0782,5.2k,2.7m,Japan,,,,,,,
612.0,music60327_world,96.0,789.3k,91.4k,2.7k,0.1158,58k,261.6m,Australia,,,,,,,
613.0,daily59925_vlog,95.0,478.7k,31.3k,1.4k,0.0654,26.1k,42.9m,India,,,,,,,
614.0,vibes86099_hub,95.0,679.8k,50.8k,3.1k,0.0748,48.3k,190.2m,India,,,,,,,
615.0,urban86580_vlog,95.0,1.7m,88.2k,758,0.0512,69.3k,78.7m,Turkey,,,,,,,
616.0,daily17066_official,95.0,7.5m,190.4k,2k,0.0254,168.9k,409.7m,United States,,,,,,,
617.0,moda11181_tv,95.0,422.3k,18.9k,1.3k,0.0448,14.1k,21.2m,United States,,,,,,,
618.0,trend24698_zone,95.0,540.6k,35k,2.7k,0.0647,37.8k,83.9m,United Kingdom,,,,,,,
619.0,life17850_hub,95.0,103.3k,3.4k,638,0.0327,2.3k,1.8m,Japan,,,,,,,
620.0,trend45351_life,95.0,1.8m,97.3k,1.3k,0.0544,106k,142.4m,Mexico,,,,,,,
621.0,fit99333_zone,95.0,9.0m,361k,531,0.0402,362.9k,216.1m,Spain,,,,,,,
622.0,moda19159_studio,95.0,365.2k,18.9k,3.4k,0.0517,19.4k,62.7m,Germany,,,,,,,
623.0,life24047_tv,95.0,477.9k,17k,3k,0.0355,18.9k,44.8m,Japan,,,,,,,
624.0,city13031_world,95.0,1.6m,43.6k,2.1k,0.0274,44.6k,83.2m,Spain,,,,,,,
625.0,city15108_world,95.0,490.2k,40.7k,598,0.083,41k,21.1m,Germany,,,,,,,
626.0,fit31092_lab,95.0,471.5k,27.6k,2.7k,0.0584,23.5k,85.8m,Japan,,,,,,,
627.0,trend65450_tv,95.0,444.8k,32.6k,1.5k,0.0732,21.8k,43.1m,Japan,,,,,,,
628.0,style90785_studio,95.0,431.8k,31.1k,3k,0.072,27.8k,90.9m,United Kingdom,,,,,,,
629.0,shop20685_mag,95.0,267.6k,30.8k,1.5k,0.1152,36.9k,53.9m,Italy,,,,,,,
630.0,eco51005_tv,95.0,527.7k,30.9k,847,0.0585,31.5k,24.1m,Brazil,,,,,,,
631.0,style40444_lab,94.0,586.2k,40.9k,1.9k,0.0698,32.8k,84.6m,Egypt,,,,,,,
632.0,home57066_tv,94.0,466.7k,46k,124,0.0985,37.5k,6.8m,Australia,,,,,,,
633.0,shop18939_studio,94.0,364.3k,38.5k,3.6k,0.1056,44.5k,159.6m,Canada,,,,,,,
634.0,vibes19527_mag,94.0,179.8k,9.6k,3.1k,0.0533,8.7k,23.7m,Italy,,,,,,,
635.0,shop50242_zone,94.0,495.6k,16.9k,2.8k,0.0342,12.8k,47.6m,Tunisia,,,,,,,
636.0,vibes65631_vlog,94.0,153.2k,15.5k,355,0.1012,16.8k,5.3m,Brazil,,,,,,,
637.0,tech34021_world,94.0,116.3k,5.3k,2k,0.0454,4.1k,11.2m,Netherlands,,,,,,,
638.0,vibes15825_daily,94.0,8.5m,377.7k,3.6k,0.0443,335.4k,1.5b,India,,,,,,,
639.0,mind79784_daily,94.0,21.0m,268.3k,410,0.0128,279.4k,103.2m,Brazil,,,,,,,
640.0,tech7504_vlog,94.0,330.4k,35.5k,3k,0.1073,37.8k,118.0m,Norway,,,,,,,
641.0,moda1075_official,94.0,291.5k,31.8k,2.4k,0.1092,35.3k,86.1m,Canada,,,,,,,
642.0,music95291_tv,94.0,7.0m,173.1k,416,0.0246,172.3k,63.8m,Mexico,,,,,,,
643.0,travel91608_style,94.0,351.6k,34.3k,2.2k,0.0976,24.2k,78.4m,South Korea,,,,,,,
644.0,glam32394_world,94.0,977.3k,90k,773,0.0921,75.3k,65.9m,Netherlands,,,,,,,
645.0,food25474_style,94.0,406k,44.9k,1.9k,0.1106,44.2k,73.4m,Australia,,,,,,,
646.0,life33444_style,94.0,1.8m,83.5k,1.2k,0.0477,100k,102.4m,Turkey,,,,,,,
647.0,urban68132_official,93.0,370.6k,15.6k,698,0.0422,15.7k,10.4m,Norway,,,,,,,
648.0,"
selenagomez",93.0,348.8m,6.1m,1.9k,0.005,1.7m,11.4b,United States,,,,,,,
649.0,tech94763_official,93.0,629.7k,51k,1.2k,0.0809,61k,66.1m,United Kingdom,,,,,,,
650.0,travel78317_mag,93.0,38.5m,1.0m,3.2k,0.0262,810.6k,2.6b,Japan,,,,,,,
651.0,mind79621_tv,93.0,136.1k,10.5k,2.9k,0.0774,8.2k,33.3m,Japan,,,,,,,
652.0,tech79617_tv,93.0,209.4k,10.7k,3.9k,0.0513,12.6k,46.4m,Italy,,,,,,,
653.0,travel88983_hub,93.0,473k,15.3k,2.9k,0.0323,15.5k,46.1m,South Korea,,,,,,,
654.0,tech90767_mag,93.0,128.9k,4.8k,2.6k,0.0374,3.7k,12.5m,Netherlands,,,,,,,
655.0,trend76499_zone,93.0,1.7m,64.1k,1.3k,0.0375,49.1k,66.3m,Turkey,,,,,,,
656.0,food61501_lab,93.0,6.4m,360.4k,499,0.056,277.8k,202.3m,Norway,,,,,,,
657.0,style88982_daily,92.0,123.8k,7k,3.6k,0.0566,5k,21.2m,Germany,,,,,,,
658.0,trend44069_hub,92.0,187.5k,19.1k,2.8k,0.1021,13.1k,52.3m,Argentina,,,,,,,
659.0,music21256_world,92.0,213.1k,13.5k,2.6k,0.0633,15k,32.7m,Turkey,,,,,,,
660.0,mind7361_lab,92.0,407.1k,33.9k,2.4k,0.0833,29.2k,88.9m,United Kingdom,,,,,,,
661.0,beauty21055_mag,92.0,778.4k,83.3k,3.1k,0.107,98k,255.2m,France,,,,,,,
662.0,"
cristiano",92.0,485.2m,8.7m,3.4k,0.013,6.3m,29.1b,Spain,,,,,,,
663.0,vibes27178_studio,92.0,403k,43.5k,3.7k,0.108,41.7k,128.8m,Spain,,,,,,,
664.0,trend35172_tv,92.0,6.9m,300.9k,2.6k,0.0433,258.3k,810.1m,Netherlands,,,,,,,
665.0,life29755_mag,92.0,115.5k,5.5k,840,0.0474,5.3k,5.4m,Spain,,,,,,,
666.0,trend77562_tv,92.0,375.8k,41.6k,4k,0.1108,26.3k,147.9m,Norway,,,,,,,
667.0,"
beyonce",92.0,276.1m,3.6m,2k,0.008,2.2m,7.3b,United States,,,,,,,
668.0,official23096_mag,92.0,2.9m,172.9k,3.8k,0.06,124.6k,619.6m,Argentina,,,,,,,
669.0,"
arianagrande",92.0,333.0m,3.7m,5k,0.009,3.1m,18.5b,United States,,,,,,,
670.0,travel26848_life,92.0,191.2k,21.6k,831,0.1129,23.6k,16.8m,France,,,,,,,
671.0,eco44389_world,92.0,354.3k,31.4k,2.7k,0.0886,23.7k,78.7m,Sweden,,,,,,,
672.0,tech5855_studio,92.0,1.0m,45.9k,2.1k,0.0447,37k,86.0m,Netherlands,,,,,,,
673.0,daily30040_lab,92.0,1.3m,49.8k,2.2k,0.0396,36.5k,107.9m,Italy,,,,,,,
674.0,shop23761_zone,92.0,105.6k,8.8k,1.6k,0.0836,10.4k,14.9m,Netherlands,,,,,,,
675.0,fit54768_vlog,92.0,221.5k,8.4k,3.2k,0.0381,7.3k,29.6m,United States,,,,,,,
676.0,"
katyperry",92.0,173.3m,714.8k,2.1k,0.002,302.9k,1.5b,,,,,,,,
677.0,trend9432_tv,92.0,182.3k,10.2k,342,0.0557,6.6k,3.4m,Argentina,,,,,,,
678.0,kyliejenner,91.0,370.7m,8.2m,7k,0.014,5.0m,57.4b,United States,,,,,,,
679.0,"
taylorswift",91.0,226.1m,2.4m,542,0.015,3.3m,1.3b,United States,,,,,,,
680.0,"
natgeo",91.0,241.1m,298.9k,10k,0.001,168.7k,3.0b,United States,,,,,,,
681.0,shop28182_zone,91.0,206.7k,15.2k,1.6k,0.0734,11.7k,28.8m,India,,,,,,,
682.0,urban64481_daily,91.0,140k,9.3k,3.9k,0.0663,8.1k,30.7m,Spain,,,,,,,
683.0,"
justinbieber",91.0,260.0m,1.9m,7.4k,0.007,1.7m,14.0b,Canada,,,,,,,
684.0,music13015_tv,91.0,315k,23.3k,3k,0.074,23k,83.7m,Argentina,,,,,,,
685.0,trend11583_style,91.0,961.9k,89.3k,3.4k,0.0928,96.7k,351.0m,Spain,,,,,,,
686.0,"
kimkardashian",91.0,330.7m,3.5m,5.7k,0.005,1.7m,19.8b,United States,,,,,,,
687.0,trend1458_studio,91.0,371.8k,13.2k,1.1k,0.0355,11.3k,13.5m,United States,,,,,,,
688.0,daily22539_mag,91.0,418.4k,49.9k,854,0.1192,52.2k,44.6m,Argentina,,,,,,,
689.0,trend53304_vlog,91.0,102.4k,5.5k,3.8k,0.054,3.5k,24.1m,Mexico,,,,,,,
690.0,mind95652_hub,91.0,1.4m,62.6k,902,0.0458,57.6k,64.2m,Spain,,,,,,,
691.0,"
therock",91.0,339.4m,1.8m,6.8k,0.003,932k,12.6b,United States,,,,,,,
692.0,city36346_world,91.0,237.1k,10.7k,3.4k,0.0449,10.3k,29.7m,Japan,,,,,,,
693.0,urban62723_life,91.0,172.7k,12k,3.6k,0.0696,10.3k,43.7m,Netherlands,,,,,,,
694.0,fit34875_world,91.0,243.3k,10k,220,0.041,7.5k,1.8m,Japan,,,,,,,
695.0,"
fcbarcelona",90.0,112.5m,1.1m,10k,0.007,807.2k,11.5b,,,,,,,,
696.0,moda26366_hub,90.0,195.4k,13.2k,2.2k,0.0678,11.4k,23.3m,Argentina,,,,,,,
697.0,life31919_mag,90.0,1.8m,101.3k,1.1k,0.0577,114.3k,95.4m,India,,,,,,,
698.0,"
realmadrid",90.0,125.8m,989.6k,7.1k,0.005,682k,7.1b,Spain,,,,,,,
699.0,official20817_hub,90.0,1.8m,91.4k,2.9k,0.0512,93.2k,269.1m,Canada,,,,,,,
700.0,"
neymarjr",90.0,179.4m,2.7m,5.3k,0.012,2.2m,14.4b,Brazil,,,,,,,
701.0,shop55732_lab,90.0,448k,24.5k,549,0.0547,22.3k,10.9m,France,,,,,,,
702.0,music26543_studio,90.0,122.7k,13.1k,1.6k,0.1066,11.2k,23.5m,Turkey,,,,,,,
703.0,home43101_mag,90.0,431k,15.9k,3k,0.0368,15.7k,47.8m,United States,,,,,,,
704.0,life42213_lab,90.0,1.5m,41.4k,2.6k,0.0274,33.5k,86.9m,Argentina,,,,,,,
705.0,"
nickiminaj",90.0,202.7m,2.0m,6.4k,0.004,837.1k,12.9b,United States,,,,,,,
706.0,travel27348_official,90.0,5.4m,225k,2.3k,0.0418,234.3k,511.2m,Tunisia,,,,,,,
707.0,vibes78768_style,90.0,321.5k,34.2k,183,0.1063,37.5k,6.5m,France,,,,,,,
708.0,home79643_world,90.0,69.2m,475.1k,1.5k,0.0069,482.3k,840.4m,Turkey,,,,,,,
709.0,trend58643_daily,90.0,2.5m,128.8k,2.3k,0.0516,110.5k,315.4m,Turkey,,,,,,,
710.0,"
leomessi",90.0,363.9m,6.7m,915,0.01,3.5m,6.1b,,,,,,,,
711.0,beauty28082_daily,90.0,323.6k,11k,2.2k,0.0341,8.6k,20.8m,Netherlands,,,,,,,
712.0,"
nike",90.0,239.2m,316k,973,0.001,193.6k,307.5m,United States,,,,,,,
713.0,"
kendalljenner",90.0,258.9m,5.5m,671,0.012,3.0m,3.7b,United States,,,,,,,
714.0,urban64160_world,89.0,262.4k,17.5k,1.4k,0.0668,11.3k,27.6m,India,,,,,,,
715.0,trend53483_life,89.0,118.5k,14k,285,0.1178,8.9k,3.4m,Italy,,,,,,,
716.0,food38196_life,89.0,283.7k,8.6k,2k,0.0304,5.7k,18.2m,Spain,,,,,,,
717.0,mind86009_mag,89.0,1.7m,88.4k,131,0.0534,98.3k,11.5m,Germany,,,,,,,
718.0,style43100_official,89.0,1.9m,71.4k,882,0.0368,57.2k,73.4m,Netherlands,,,,,,,
719.0,eco18906_vlog,89.0,294.8k,16.6k,2.3k,0.0562,19k,41.4m,India,,,,,,,
720.0,food96851_daily,89.0,479.3k,41.9k,2.5k,0.0875,42.5k,120.5m,Netherlands,,,,,,,
721.0,vibes70783_official,89.0,303k,21.6k,3.4k,0.0714,15.1k,70.0m,Australia,,,,,,,
722.0,music81017_hub,89.0,883.6k,71.2k,1.8k,0.0806,80.7k,148.4m,Tunisia,,,,,,,
723.0,official71844_tv,89.0,329.4k,26.4k,3.4k,0.0802,21.1k,81.3m,Germany,,,,,,,
724.0,glam45624_lab,89.0,243k,10.1k,3.9k,0.0416,9.9k,36.6m,Japan,,,,,,,
725.0,mind52275_world,89.0,410.9k,37.8k,3.7k,0.0921,35.9k,120.1m,Germany,,,,,,,
726.0,style57009_vlog,89.0,616.4k,42.6k,98,0.0691,40.3k,3.7m,South Korea,,,,,,,
727.0,"
khloekardashian",89.0,273.9m,2.4m,4.1k,0.002,404.7k,9.8b,United States,,,,,,,
728.0,vibes59123_official,89.0,260.8k,30.9k,2.2k,0.1185,26.9k,57.0m,Norway,,,,,,,
729.0,city87781_zone,89.0,428.1k,15.7k,2.6k,0.0366,10.3k,37.4m,France,,,,,,,
730.0,"
jlo",89.0,223.1m,1.7m,3.2k,0.005,1.2m,5.3b,United States,,,,,,,
731.0,"
kourtneykardash",89.0,199.4m,1.8m,4.4k,0.007,1.3m,7.8b,United States,,,,,,,
732.0,"
mileycyrus",89.0,183.6m,1.3m,1.2k,0.004,702.4k,1.6b,,,,,,,,
733.0,daily76854_lab,89.0,9.6m,549.8k,233,0.0571,534.9k,122.3m,Mexico,,,,,,,
734.0,tech25160_zone,89.0,1.5m,30.6k,1.4k,0.0208,18.7k,48.3m,Egypt,,,,,,,
735.0,home66227_tv,89.0,521k,38.9k,3.4k,0.0747,27.2k,124.5m,India,,,,,,,
736.0,beauty59760_world,89.0,1.5m,63.4k,984,0.0421,44.4k,67.3m,United Kingdom,,,,,,,
737.0,"
nasa",88.0,83.1m,1.2m,3.6k,0.014,1.1m,4.3b,United States,,,,,,,
738.0,daily25472_life,88.0,268.6k,24.1k,3.7k,0.0897,15.9k,101.4m,United States,,,,,,,
739.0,"
badgalriri",88.0,136.3m,3.7m,4.8k,0.051,6.9m,18.0b,United States,,,,,,,
740.0,eco944_mag,88.0,117k,10.2k,2k,0.0875,8.5k,18.4m,Australia,,,,,,,
741.0,"
ddlovato",88.0,140.6m,1.1m,105,0.002,305.1k,113.3m,United States,,,,,,,
742.0,tech81739_tv,88.0,698.9k,35.1k,1.3k,0.0502,31.2k,46.4m,Norway,,,,,,,
743.0,"
vindiesel",88.0,83.2m,1.4m,1.8k,0.006,505.8k,2.5b,United States,,,,,,,
744.0,glam41985_daily,88.0,215.4k,19.5k,1.9k,0.0904,14.9k,35.6m,France,,,,,,,
745.0,"
Shakira",88.0,76.2m,976.1k,2k,0.004,281.8k,1.9b,,,,,,,,
746.0,glam75703_tv,88.0,272.9k,25.2k,2.1k,0.0923,18.8k,55.5m,Turkey,,,,,,,
747.0,"
kevinhartreal",88.0,154.2m,498k,8.3k,0.001,137.6k,4.1b,United States,,,,,,,
748.0,"
victoriassecret",88.0,73.4m,144.8k,3k,0.0,25.9k,432.0m,United States,,,,,,,
749.0,"
juventus",87.0,55.1m,194k,9.9k,0.003,150.4k,1.9b,,,,,,,,
